@relation Crop_recommendation-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute n numeric
@attribute p numeric
@attribute k numeric
@attribute temperature numeric
@attribute humidity numeric
@attribute ph numeric
@attribute rainfall numeric
@attribute label {apple,banana,blackgram,chickpea,coconut,coffee,cotton,grapes,jute,kidneybeans,lentil,maize,mango,mothbeans,mungbean,muskmelon,orange,papaya,pigeonpeas,pomegranate,rice,watermelon}

@data
0.4,0.528571,0.05,0.592793,0.570916,0.614241,0.185665,blackgram
0.178571,0.407143,0.08,0.513881,0.628553,0.549785,0.168636,blackgram
0.3,0.4,0.085,0.500636,0.560289,0.608661,0.179705,blackgram
0.3,0.485714,0.1,0.723422,0.617717,0.46609,0.190496,blackgram
0.314286,0.378571,0.065,0.551244,0.592694,0.514694,0.187836,blackgram
0.357143,0.357143,0.055,0.573574,0.595836,0.633978,0.151074,blackgram
0.25,0.478571,0.08,0.723405,0.583617,0.658856,0.167573,blackgram
0.214286,0.421429,0.075,0.718472,0.55192,0.477234,0.171766,blackgram
0.192857,0.421429,0.08,0.689141,0.634899,0.628124,0.192063,blackgram
0.357143,0.492857,0.06,0.524389,0.572802,0.472148,0.192701,blackgram
0.278571,0.485714,0.095,0.483008,0.547389,0.5784,0.176307,blackgram
0.407143,0.442857,0.1,0.674947,0.610758,0.6293,0.159324,blackgram
0.371429,0.414286,0.07,0.595808,0.630673,0.532499,0.169999,blackgram
0.392857,0.435714,0.085,0.633763,0.636185,0.659844,0.166794,blackgram
0.364286,0.364286,0.065,0.553868,0.582705,0.497914,0.181974,blackgram
0.257143,0.435714,0.05,0.61004,0.642646,0.491963,0.168585,blackgram
0.421429,0.357143,0.07,0.657625,0.562878,0.595244,0.175175,blackgram
0.357143,0.378571,0.09,0.544841,0.562814,0.636366,0.177994,blackgram
0.214286,0.428571,0.1,0.690439,0.587194,0.653427,0.184281,blackgram
0.142857,0.407143,0.065,0.589326,0.591777,0.600558,0.149815,blackgram
0.414286,0.471429,0.05,0.545204,0.622092,0.530997,0.193286,blackgram
0.178571,0.471429,0.095,0.564414,0.538828,0.572749,0.196532,blackgram
0.371429,0.471429,0.055,0.542817,0.633219,0.555357,0.185289,blackgram
0.285714,0.414286,0.065,0.619521,0.622991,0.503809,0.153812,blackgram
0.142857,0.392857,0.1,0.530842,0.639641,0.501018,0.14723,blackgram
0.342857,0.4,0.08,0.615765,0.553346,0.485746,0.163167,blackgram
0.35,0.45,0.085,0.566509,0.551477,0.563316,0.15551,blackgram
0.342857,0.407143,0.05,0.474613,0.611031,0.62732,0.163842,blackgram
0.228571,0.435714,0.06,0.749529,0.595047,0.568804,0.17938,blackgram
0.15,0.414286,0.085,0.466909,0.623751,0.521692,0.195457,blackgram
0.142857,0.478571,0.07,0.678649,0.584323,0.605324,0.163856,blackgram
0.178571,0.428571,0.08,0.71845,0.633829,0.524932,0.176158,blackgram
0.292857,0.521429,0.08,0.469813,0.537952,0.478445,0.182061,blackgram
0.378571,0.442857,0.06,0.658573,0.638801,0.589739,0.148223,blackgram
0.278571,0.392857,0.08,0.748138,0.575586,0.539353,0.159931,blackgram
0.178571,0.507143,0.06,0.657547,0.63433,0.581057,0.151231,blackgram
0.15,0.521429,0.07,0.526141,0.612457,0.531129,0.178337,blackgram
0.407143,0.392857,0.06,0.499631,0.625581,0.622029,0.191757,blackgram
0.4,0.5,0.05,0.613372,0.534359,0.567236,0.165837,blackgram
0.35,0.478571,0.05,0.652307,0.625002,0.564862,0.196366,blackgram
0.171429,0.535714,0.07,0.598375,0.639582,0.513704,0.163295,blackgram
0.35,0.507143,0.065,0.523044,0.623441,0.604771,0.144632,blackgram
0.2,0.45,0.07,0.740696,0.549765,0.652338,0.187608,blackgram
0.392857,0.521429,0.08,0.704988,0.567857,0.4818,0.155787,blackgram
0.357143,0.421429,0.1,0.574325,0.572936,0.502259,0.179788,blackgram
0.242857,0.535714,0.07,0.65044,0.56925,0.469099,0.184201,blackgram
0.142857,0.45,0.09,0.479886,0.579725,0.653555,0.154381,blackgram
0.392857,0.442857,0.055,0.733077,0.646677,0.48084,0.179848,blackgram
0.164286,0.464286,0.05,0.739606,0.569911,0.606324,0.144447,blackgram
0.378571,0.492857,0.05,0.591365,0.591262,0.623971,0.186697,blackgram
0.185714,0.442857,0.055,0.581967,0.62582,0.570958,0.171088,blackgram
0.235714,0.535714,0.085,0.566556,0.600295,0.480412,0.179183,blackgram
0.264286,0.528571,0.07,0.53711,0.642643,0.565941,0.176748,blackgram
0.235714,0.5,0.08,0.695017,0.637871,0.495449,0.151219,blackgram
0.157143,0.357143,0.075,0.72102,0.649795,0.60942,0.147126,blackgram
0.142857,0.45,0.06,0.610995,0.534959,0.478041,0.185086,blackgram
0.307143,0.45,0.075,0.595482,0.605641,0.620919,0.176856,blackgram
0.314286,0.507143,0.085,0.529096,0.627064,0.664126,0.174983,blackgram
0.242857,0.392857,0.055,0.646535,0.583174,0.593717,0.156801,blackgram
0.15,0.478571,0.06,0.651234,0.610089,0.633835,0.149093,blackgram
0.178571,0.45,0.07,0.590366,0.583234,0.560421,0.169807,blackgram
0.292857,0.407143,0.05,0.589912,0.582,0.599381,0.161778,blackgram
0.2,0.428571,0.09,0.5613,0.555629,0.606566,0.194121,blackgram
0.25,0.421429,0.05,0.563812,0.574846,0.465822,0.177174,blackgram
0.371429,0.378571,0.055,0.62598,0.546955,0.569594,0.183792,blackgram
0.414286,0.5,0.1,0.47146,0.54954,0.584268,0.17401,blackgram
0.242857,0.435714,0.07,0.692819,0.535711,0.634786,0.191255,blackgram
0.371429,0.464286,0.055,0.712855,0.610637,0.626726,0.169262,blackgram
0.164286,0.371429,0.07,0.68907,0.626897,0.58259,0.191103,blackgram
0.3,0.378571,0.1,0.534662,0.567429,0.467918,0.176932,blackgram
0.264286,0.407143,0.06,0.483793,0.648425,0.562412,0.195472,blackgram
0.314286,0.5,0.085,0.60853,0.581985,0.632907,0.183219,blackgram
0.15,0.535714,0.075,0.556129,0.630079,0.598121,0.158498,blackgram
0.4,0.507143,0.055,0.558023,0.547473,0.623357,0.154798,blackgram
0.207143,0.507143,0.05,0.565743,0.582615,0.547538,0.177753,blackgram
0.307143,0.4,0.075,0.517828,0.552421,0.513115,0.155585,blackgram
0.392857,0.392857,0.05,0.687866,0.636018,0.568911,0.157726,blackgram
0.314286,0.414286,0.05,0.504957,0.586224,0.596264,0.155396,blackgram
0.207143,0.442857,0.08,0.601614,0.573118,0.484667,0.153801,blackgram
0.335714,0.414286,0.055,0.534131,0.616475,0.490972,0.187877,blackgram
0.285714,0.45,0.06,0.72599,0.593659,0.65757,0.180337,blackgram
0.414286,0.4,0.05,0.634821,0.582984,0.606211,0.152959,blackgram
0.292857,0.492857,0.065,0.571935,0.545577,0.481218,0.191003,blackgram
0.414286,0.528571,0.06,0.528611,0.60477,0.550047,0.151275,blackgram
0.192857,0.407143,0.095,0.568278,0.612582,0.598588,0.151114,blackgram
0.192857,0.392857,0.06,0.504795,0.57614,0.547723,0.158831,blackgram
0.371429,0.428571,0.075,0.688422,0.605416,0.514677,0.174702,blackgram
0.314286,0.357143,0.1,0.597031,0.602581,0.609121,0.183051,blackgram
0.15,0.407143,0.095,0.707754,0.56548,0.519822,0.162537,blackgram
0.428571,0.385714,0.085,0.661203,0.612247,0.57334,0.194041,blackgram
0.235714,0.514286,0.08,0.617055,0.599269,0.545555,0.184786,blackgram
0.421429,0.378571,0.06,0.565872,0.607251,0.600834,0.15313,blackgram
0.207143,0.414286,0.06,0.608342,0.625615,0.584229,0.166199,blackgram
0.421429,0.414286,0.065,0.655086,0.535144,0.46995,0.166984,blackgram
0.207143,0.464286,0.05,0.6172,0.574976,0.523743,0.193842,blackgram
0.414286,0.485714,0.055,0.704284,0.599823,0.523983,0.160532,blackgram
0.392857,0.514286,0.085,0.64875,0.568512,0.661842,0.160106,blackgram
0.3,0.528571,0.09,0.542072,0.571988,0.509629,0.173717,blackgram
0.314286,0.514286,0.08,0.683318,0.548772,0.594405,0.149552,blackgram
0.271429,0.407143,0.1,0.686433,0.624348,0.614155,0.155081,blackgram
0.228571,0.507143,0.05,0.551678,0.574402,0.637503,0.083157,lentil
0.092857,0.4,0.085,0.304598,0.571832,0.656899,0.095636,lentil
0.271429,0.392857,0.075,0.603233,0.541048,0.619946,0.095539,lentil
0.078571,0.492857,0.06,0.359777,0.649361,0.486617,0.094931,lentil
0.264286,0.471429,0.055,0.501035,0.632982,0.594076,0.093146,lentil
0.207143,0.471429,0.065,0.383053,0.558546,0.451872,0.119472,lentil
0.014286,0.478571,0.065,0.509337,0.545014,0.673676,0.110221,lentil
0.042857,0.385714,0.08,0.509732,0.605223,0.409693,0.110289,lentil
0.092857,0.421429,0.075,0.295809,0.563638,0.479884,0.058409,lentil
0.057143,0.378571,0.06,0.571798,0.64041,0.58804,0.053684,lentil
0.042857,0.514286,0.075,0.486711,0.536882,0.39711,0.103942,lentil
0.014286,0.5,0.085,0.432342,0.554452,0.490465,0.116207,lentil
0.021429,0.457143,0.09,0.569541,0.57079,0.59011,0.081728,lentil
0.192857,0.535714,0.095,0.562268,0.554284,0.670331,0.103512,lentil
0.278571,0.521429,0.05,0.359523,0.563943,0.37644,0.077496,lentil
0.285714,0.528571,0.06,0.35298,0.570779,0.450821,0.066489,lentil
0.264286,0.407143,0.085,0.436005,0.552531,0.605379,0.106233,lentil
0.221429,0.392857,0.095,0.475729,0.601918,0.655888,0.113919,lentil
0.157143,0.442857,0.085,0.579759,0.585994,0.617568,0.124765,lentil
0.021429,0.521429,0.065,0.326774,0.634532,0.526003,0.110243,lentil
0.028571,0.535714,0.055,0.584513,0.627149,0.612289,0.088814,lentil
0.092857,0.4,0.095,0.271799,0.646631,0.641515,0.104832,lentil
0.085714,0.435714,0.075,0.533394,0.573467,0.595826,0.087015,lentil
0.028571,0.4,0.08,0.459542,0.53466,0.50471,0.102629,lentil
0.064286,0.392857,0.08,0.605985,0.618908,0.624699,0.072427,lentil
0.128571,0.435714,0.085,0.489363,0.621683,0.442065,0.099462,lentil
0.228571,0.364286,0.065,0.321984,0.601769,0.564589,0.092841,lentil
0.042857,0.478571,0.05,0.406569,0.611859,0.647777,0.123152,lentil
0.107143,0.514286,0.075,0.467892,0.614396,0.605722,0.103571,lentil
0,0.428571,0.095,0.564427,0.562132,0.674419,0.118319,lentil
0.214286,0.528571,0.085,0.271507,0.644245,0.427577,0.102006,lentil
0.021429,0.414286,0.055,0.446336,0.547415,0.523165,0.118298,lentil
0.014286,0.521429,0.09,0.358477,0.608714,0.5934,0.090587,lentil
0.071429,0.521429,0.065,0.278789,0.565168,0.434227,0.085745,lentil
0.1,0.442857,0.1,0.472353,0.543628,0.581058,0.104769,lentil
0.278571,0.428571,0.09,0.476586,0.640056,0.650231,0.074782,lentil
0.135714,0.478571,0.05,0.574188,0.647464,0.526568,0.085771,lentil
0.128571,0.371429,0.08,0.53231,0.57955,0.41229,0.105129,lentil
0.221429,0.378571,0.05,0.559349,0.535867,0.414147,0.090368,lentil
0.2,0.378571,0.1,0.535331,0.557489,0.522039,0.06323,lentil
0.035714,0.428571,0.07,0.271308,0.628129,0.540191,0.102717,lentil
0.114286,0.428571,0.07,0.539067,0.64206,0.550268,0.080879,lentil
0.242857,0.428571,0.07,0.419344,0.571161,0.379084,0.090503,lentil
0.1,0.457143,0.07,0.348082,0.57654,0.580794,0.115637,lentil
0.157143,0.357143,0.055,0.429501,0.627294,0.468337,0.106083,lentil
0.171429,0.4,0.06,0.396314,0.59712,0.424319,0.065001,lentil
0.014286,0.528571,0.05,0.364711,0.597433,0.622134,0.055829,lentil
0.185714,0.414286,0.06,0.604103,0.600449,0.535827,0.0889,lentil
0.192857,0.4,0.05,0.471729,0.616421,0.537033,0.101054,lentil
0.171429,0.464286,0.055,0.469247,0.637804,0.473269,0.053255,lentil
0.092857,0.492857,0.1,0.438919,0.546374,0.459831,0.086313,lentil
0.042857,0.421429,0.09,0.416357,0.619974,0.553705,0.057394,lentil
0.085714,0.378571,0.09,0.370743,0.573201,0.507025,0.108575,lentil
0.228571,0.528571,0.085,0.538777,0.573979,0.37505,0.122748,lentil
0.042857,0.45,0.065,0.446575,0.562813,0.498666,0.097178,lentil
0.071429,0.528571,0.075,0.463624,0.614034,0.447119,0.064676,lentil
0.271429,0.514286,0.085,0.556937,0.642271,0.436763,0.054453,lentil
0.121429,0.492857,0.06,0.493678,0.645102,0.604705,0.060725,lentil
0.185714,0.45,0.095,0.55159,0.581156,0.622079,0.060884,lentil
0.164286,0.5,0.06,0.460507,0.580283,0.574359,0.100845,lentil
0.228571,0.521429,0.085,0.434583,0.561075,0.54465,0.119267,lentil
0.135714,0.528571,0.07,0.322365,0.624149,0.493366,0.081494,lentil
0.157143,0.392857,0.065,0.308941,0.548602,0.503741,0.077454,lentil
0.2,0.457143,0.055,0.600992,0.60701,0.473165,0.055633,lentil
0.007143,0.442857,0.08,0.536464,0.539856,0.47382,0.100067,lentil
0.085714,0.442857,0.09,0.482163,0.570332,0.479021,0.090841,lentil
0.257143,0.442857,0.075,0.331856,0.539141,0.531743,0.118929,lentil
0.2,0.464286,0.08,0.475317,0.539417,0.611573,0.068161,lentil
0.085714,0.471429,0.07,0.461555,0.541922,0.565734,0.078988,lentil
0.157143,0.45,0.055,0.541733,0.571033,0.659681,0.061974,lentil
0.185714,0.435714,0.085,0.265114,0.59313,0.434771,0.112585,lentil
0.114286,0.428571,0.055,0.266991,0.562276,0.400286,0.109221,lentil
0.1,0.385714,0.085,0.430463,0.625732,0.50726,0.095908,lentil
0.235714,0.385714,0.07,0.412266,0.565643,0.643243,0.10541,lentil
0.15,0.414286,0.06,0.466688,0.628966,0.475081,0.07632,lentil
0,0.457143,0.08,0.489059,0.555565,0.554896,0.059176,lentil
0.071429,0.5,0.06,0.275869,0.627549,0.657421,0.067536,lentil
0.214286,0.4,0.065,0.525783,0.615565,0.41258,0.11603,lentil
0,0.492857,0.06,0.416303,0.586151,0.581033,0.096296,lentil
0.25,0.492857,0.085,0.513556,0.568224,0.527834,0.081414,lentil
0.05,0.414286,0.095,0.307945,0.585539,0.515358,0.117965,lentil
0.064286,0.364286,0.06,0.496743,0.612605,0.428778,0.094384,lentil
0.1,0.492857,0.05,0.550196,0.598649,0.464717,0.106805,lentil
0.1,0.507143,0.075,0.580598,0.55817,0.550161,0.058523,lentil
0.257143,0.428571,0.055,0.484566,0.581569,0.651173,0.107633,lentil
0.2,0.442857,0.08,0.372233,0.577119,0.427076,0.09489,lentil
0.2,0.528571,0.055,0.455686,0.536729,0.396158,0.118244,lentil
0.285714,0.4,0.085,0.347897,0.601383,0.5439,0.086323,lentil
0.071429,0.464286,0.07,0.459787,0.638362,0.585922,0.07688,lentil
0.085714,0.535714,0.07,0.375461,0.594451,0.382134,0.05709,lentil
0.264286,0.514286,0.075,0.490911,0.635148,0.556076,0.110697,lentil
0,0.442857,0.085,0.602455,0.643337,0.480386,0.11264,lentil
0.05,0.485714,0.1,0.536479,0.570134,0.588352,0.089805,lentil
0.071429,0.364286,0.065,0.550092,0.634419,0.594426,0.093029,lentil
0.278571,0.464286,0.05,0.342672,0.579111,0.445016,0.099572,lentil
0.185714,0.364286,0.085,0.40824,0.538552,0.545285,0.11637,lentil
0.064286,0.514286,0.06,0.368231,0.575398,0.431699,0.064183,lentil
0.028571,0.385714,0.07,0.500003,0.622578,0.640206,0.074006,lentil
0.242857,0.485714,0.05,0.348532,0.578296,0.641595,0.118164,lentil
0.235714,0.514286,0.05,0.432475,0.607334,0.66831,0.073771,lentil
0.014286,0.135714,0.165,0.451484,0.902635,0.376058,0.329648,pomegranate
0.042857,0.092857,0.16,0.310797,0.882823,0.378347,0.315556,pomegranate
0.057143,0.15,0.155,0.285738,0.853257,0.513197,0.295698,pomegranate
0.264286,0.092857,0.17,0.439638,0.936181,0.454085,0.323409,pomegranate
0,0.157143,0.165,0.390824,0.882408,0.502814,0.320387,pomegranate
0.221429,0.142857,0.165,0.463046,0.911613,0.46539,0.320481,pomegranate
0.15,0.114286,0.165,0.393888,0.875695,0.439,0.304238,pomegranate
0.042857,0.178571,0.175,0.400136,0.900531,0.444241,0.311676,pomegranate
0.178571,0.157143,0.18,0.297713,0.933446,0.531661,0.315543,pomegranate
0.107143,0.042857,0.165,0.410401,0.914859,0.486117,0.320396,pomegranate
0.1,0,0.155,0.462003,0.827459,0.361999,0.303785,pomegranate
0.114286,0.035714,0.18,0.457649,0.832651,0.502966,0.307342,pomegranate
0.257143,0.014286,0.16,0.316829,0.841048,0.354209,0.316529,pomegranate
0.028571,0.107143,0.18,0.443054,0.927856,0.47156,0.302952,pomegranate
0.207143,0.121429,0.175,0.424689,0.880439,0.410609,0.314255,pomegranate
0.114286,0.071429,0.185,0.311412,0.872935,0.526571,0.317356,pomegranate
0.128571,0.157143,0.18,0.388508,0.910491,0.570824,0.303972,pomegranate
0.078571,0.092857,0.185,0.365962,0.940516,0.378483,0.296923,pomegranate
0.035714,0.071429,0.165,0.270781,0.862184,0.342848,0.315663,pomegranate
0.128571,0.128571,0.195,0.427107,0.879101,0.41672,0.306948,pomegranate
0.064286,0.021429,0.175,0.392011,0.882654,0.474121,0.328551,pomegranate
0.285714,0.157143,0.2,0.368282,0.939481,0.370258,0.331324,pomegranate
0.157143,0.128571,0.195,0.324383,0.875568,0.410417,0.313026,pomegranate
0.064286,0.078571,0.17,0.275065,0.896614,0.403781,0.305272,pomegranate
0.085714,0.171429,0.175,0.311544,0.880673,0.480423,0.327181,pomegranate
0,0.085714,0.185,0.412534,0.897491,0.521759,0.319324,pomegranate
0.014286,0.114286,0.195,0.289697,0.852212,0.47652,0.296714,pomegranate
0.2,0.007143,0.175,0.381079,0.899194,0.507765,0.311333,pomegranate
0.057143,0.128571,0.195,0.276858,0.879932,0.563903,0.317101,pomegranate
0.207143,0.078571,0.155,0.31521,0.871069,0.347662,0.296925,pomegranate
0.121429,0.092857,0.19,0.449426,0.89332,0.363628,0.298135,pomegranate
0.242857,0.114286,0.185,0.28504,0.882795,0.488922,0.32624,pomegranate
0.15,0.128571,0.185,0.30748,0.887028,0.528432,0.302364,pomegranate
0.178571,0.085714,0.175,0.289437,0.857304,0.482598,0.327175,pomegranate
0.057143,0.142857,0.155,0.318155,0.941305,0.516889,0.30112,pomegranate
0.185714,0.092857,0.185,0.312786,0.879467,0.529618,0.316213,pomegranate
0.028571,0.1,0.185,0.430596,0.858365,0.435724,0.326971,pomegranate
0.257143,0.135714,0.18,0.462528,0.933218,0.544983,0.300589,pomegranate
0.035714,0.135714,0.175,0.455285,0.928706,0.434371,0.30344,pomegranate
0.135714,0.085714,0.17,0.45622,0.831773,0.501349,0.32717,pomegranate
0.278571,0.178571,0.165,0.324271,0.855518,0.538137,0.315627,pomegranate
0.035714,0.171429,0.195,0.350035,0.919218,0.322431,0.30384,pomegranate
0.028571,0.135714,0.19,0.389631,0.861987,0.574581,0.322107,pomegranate
0.271429,0.114286,0.15,0.33031,0.876326,0.363374,0.326044,pomegranate
0.264286,0.042857,0.155,0.442531,0.831767,0.498479,0.311517,pomegranate
0.064286,0.142857,0.18,0.458815,0.90582,0.3838,0.320009,pomegranate
0.207143,0.121429,0.19,0.310981,0.859662,0.319905,0.308343,pomegranate
0.035714,0.114286,0.165,0.390479,0.88752,0.404691,0.331413,pomegranate
0.157143,0.15,0.165,0.404445,0.826737,0.541695,0.323452,pomegranate
0.028571,0.092857,0.16,0.404385,0.829978,0.564002,0.309218,pomegranate
0.15,0.007143,0.18,0.460742,0.876522,0.557077,0.3125,pomegranate
0.207143,0.114286,0.2,0.418485,0.920103,0.504563,0.305418,pomegranate
0.164286,0,0.195,0.355284,0.933288,0.568905,0.313832,pomegranate
0.092857,0.014286,0.19,0.269058,0.896656,0.545652,0.321363,pomegranate
0.035714,0.057143,0.16,0.387895,0.881073,0.33334,0.298572,pomegranate
0.192857,0.135714,0.18,0.444824,0.893857,0.482945,0.324231,pomegranate
0.05,0.128571,0.15,0.313494,0.86859,0.552002,0.295825,pomegranate
0.085714,0.107143,0.17,0.316675,0.839199,0.392242,0.326247,pomegranate
0.028571,0.1,0.19,0.2653,0.920252,0.353741,0.3095,pomegranate
0.021429,0.028571,0.2,0.432311,0.879107,0.47128,0.303239,pomegranate
0.007143,0.157143,0.155,0.435018,0.922548,0.339056,0.304582,pomegranate
0.164286,0.178571,0.195,0.347584,0.830237,0.407445,0.297534,pomegranate
0.171429,0.114286,0.185,0.344232,0.851223,0.543403,0.320575,pomegranate
0.092857,0.178571,0.16,0.345456,0.902432,0.431143,0.311326,pomegranate
0.285714,0.042857,0.195,0.448574,0.838165,0.43818,0.327527,pomegranate
0.15,0.028571,0.175,0.450097,0.891082,0.381263,0.306844,pomegranate
0.021429,0.157143,0.195,0.451722,0.90724,0.479998,0.326037,pomegranate
0.285714,0.171429,0.185,0.453564,0.872076,0.559744,0.325075,pomegranate
0.1,0.142857,0.175,0.322762,0.894969,0.451472,0.299973,pomegranate
0.271429,0.064286,0.16,0.372443,0.93764,0.490433,0.296167,pomegranate
0.242857,0.028571,0.155,0.401339,0.84089,0.430971,0.324169,pomegranate
0.228571,0.064286,0.16,0.398987,0.865893,0.516381,0.303479,pomegranate
0.128571,0.114286,0.15,0.414764,0.941223,0.445359,0.326665,pomegranate
0.057143,0.128571,0.165,0.300587,0.850632,0.544397,0.306326,pomegranate
0.107143,0.007143,0.18,0.292198,0.869999,0.527595,0.317832,pomegranate
0,0,0.155,0.445519,0.893895,0.411822,0.306514,pomegranate
0.157143,0.028571,0.195,0.456148,0.870452,0.348288,0.330454,pomegranate
0.1,0.021429,0.19,0.375883,0.935642,0.551589,0.328742,pomegranate
0.221429,0.042857,0.2,0.459511,0.847248,0.393426,0.314111,pomegranate
0.278571,0.085714,0.2,0.266034,0.888478,0.531813,0.304189,pomegranate
0.071429,0,0.185,0.327559,0.896239,0.525984,0.319895,pomegranate
0.057143,0.164286,0.165,0.413209,0.935232,0.519358,0.307099,pomegranate
0.228571,0.057143,0.185,0.42111,0.918265,0.354772,0.31043,pomegranate
0.128571,0.028571,0.175,0.304752,0.872141,0.330066,0.308783,pomegranate
0.142857,0.157143,0.18,0.335375,0.912917,0.341403,0.324647,pomegranate
0.278571,0.142857,0.155,0.289142,0.941873,0.320831,0.313991,pomegranate
0.142857,0.014286,0.2,0.289248,0.874707,0.400155,0.331468,pomegranate
0.078571,0.035714,0.2,0.396122,0.865544,0.449936,0.319112,pomegranate
0.285714,0.092857,0.19,0.303025,0.846119,0.351866,0.322264,pomegranate
0.021429,0.15,0.17,0.446416,0.89749,0.555993,0.299588,pomegranate
0.064286,0.078571,0.155,0.429105,0.917782,0.371455,0.311718,pomegranate
0.214286,0.107143,0.165,0.395217,0.92046,0.55261,0.322911,pomegranate
0.285714,0.028571,0.18,0.446258,0.829917,0.354251,0.308667,pomegranate
0.285714,0.178571,0.15,0.346259,0.89613,0.429979,0.302604,pomegranate
0.228571,0.142857,0.15,0.266095,0.833488,0.37139,0.311817,pomegranate
0.235714,0.128571,0.2,0.320705,0.834985,0.561679,0.330972,pomegranate
0.028571,0.064286,0.18,0.316378,0.88131,0.454939,0.296776,pomegranate
0.092857,0.085714,0.2,0.356635,0.914478,0.568363,0.309206,pomegranate
0.278571,0.135714,0.17,0.425485,0.922363,0.45511,0.321885,pomegranate
0.057143,0.164286,0.16,0.432093,0.839301,0.400884,0.316513,pomegranate
0.65,0.635714,0.205,0.589451,0.723147,0.41136,0.260885,banana
0.75,0.642857,0.225,0.531079,0.809795,0.364572,0.29042,banana
0.771429,0.621429,0.24,0.532997,0.801459,0.431089,0.30439,banana
0.614286,0.507143,0.245,0.587958,0.768256,0.376663,0.251118,banana
0.571429,0.514286,0.22,0.494369,0.759865,0.313255,0.334179,banana
0.664286,0.635714,0.24,0.488974,0.818509,0.400356,0.338871,banana
0.642857,0.621429,0.25,0.521772,0.769068,0.408984,0.277041,banana
0.771429,0.6,0.24,0.594691,0.744362,0.358262,0.284296,banana
0.771429,0.592857,0.25,0.501087,0.80645,0.371163,0.33649,banana
0.75,0.514286,0.235,0.583549,0.722127,0.359525,0.286677,banana
0.842857,0.592857,0.235,0.568851,0.798255,0.363653,0.282162,banana
0.721429,0.585714,0.245,0.580991,0.726081,0.446633,0.287258,banana
0.678571,0.5,0.225,0.552542,0.71166,0.32951,0.352309,banana
0.757143,0.571429,0.24,0.527228,0.753006,0.374833,0.28566,banana
0.614286,0.642857,0.22,0.551772,0.74411,0.459379,0.316813,banana
0.592857,0.528571,0.25,0.468347,0.805947,0.320399,0.28186,banana
0.607143,0.642857,0.21,0.491093,0.747565,0.420986,0.357956,banana
0.778571,0.528571,0.2,0.540659,0.763234,0.464256,0.317779,banana
0.714286,0.507143,0.2,0.480386,0.719551,0.324319,0.296662,banana
0.835714,0.578571,0.215,0.570159,0.796557,0.423068,0.344713,banana
0.814286,0.635714,0.24,0.502435,0.730196,0.417708,0.353781,banana
0.785714,0.521429,0.225,0.491011,0.754056,0.374913,0.280246,banana
0.671429,0.464286,0.215,0.468042,0.823877,0.418392,0.255985,banana
0.571429,0.471429,0.21,0.536003,0.776211,0.412361,0.304892,banana
0.814286,0.528571,0.23,0.498838,0.794251,0.436749,0.330013,banana
0.628571,0.521429,0.2,0.581878,0.757524,0.438471,0.258191,banana
0.8,0.485714,0.215,0.585897,0.735643,0.342554,0.253121,banana
0.835714,0.507143,0.21,0.480242,0.736368,0.406583,0.26187,banana
0.792857,0.585714,0.215,0.504246,0.782772,0.32139,0.280067,banana
0.635714,0.557143,0.21,0.552947,0.741192,0.330701,0.320927,banana
0.664286,0.614286,0.21,0.545828,0.805529,0.403787,0.348759,banana
0.657143,0.542857,0.235,0.532793,0.783999,0.456179,0.266212,banana
0.75,0.492857,0.2,0.468281,0.783026,0.403341,0.355694,banana
0.728571,0.471429,0.215,0.568981,0.758586,0.340653,0.2955,banana
0.671429,0.614286,0.23,0.583511,0.728115,0.328652,0.321053,banana
0.828571,0.471429,0.21,0.53794,0.79098,0.455813,0.255548,banana
0.835714,0.528571,0.22,0.475854,0.794459,0.415513,0.33328,banana
0.85,0.478571,0.25,0.492543,0.805864,0.422356,0.330041,banana
0.707143,0.485714,0.24,0.501142,0.77927,0.368091,0.353735,banana
0.65,0.564286,0.235,0.583148,0.751859,0.448808,0.349653,banana
0.571429,0.607143,0.21,0.509953,0.759426,0.420832,0.313216,banana
0.721429,0.464286,0.215,0.474462,0.70895,0.390017,0.346119,banana
0.771429,0.6,0.24,0.582347,0.769013,0.373856,0.331192,banana
0.714286,0.535714,0.235,0.536974,0.734898,0.395788,0.323748,banana
0.778571,0.614286,0.24,0.59804,0.807851,0.389613,0.323478,banana
0.585714,0.521429,0.205,0.46578,0.824919,0.347404,0.32416,banana
0.757143,0.464286,0.25,0.489029,0.749686,0.347696,0.345217,banana
0.642857,0.578571,0.235,0.488516,0.789719,0.355892,0.355217,banana
0.592857,0.642857,0.225,0.50764,0.74123,0.311759,0.318462,banana
0.85,0.607143,0.215,0.569345,0.76215,0.385935,0.352245,banana
0.764286,0.478571,0.2,0.554485,0.784921,0.355505,0.255772,banana
0.828571,0.542857,0.25,0.504951,0.81006,0.374909,0.26913,banana
0.721429,0.5,0.225,0.50985,0.783322,0.425759,0.322514,banana
0.664286,0.542857,0.225,0.542113,0.726991,0.393654,0.29459,banana
0.678571,0.5,0.2,0.578415,0.801429,0.36159,0.319065,banana
0.764286,0.471429,0.25,0.59095,0.813187,0.401738,0.348548,banana
0.592857,0.635714,0.21,0.532945,0.779797,0.461036,0.330248,banana
0.728571,0.485714,0.245,0.504345,0.818349,0.344612,0.326227,banana
0.614286,0.528571,0.2,0.544819,0.798317,0.358132,0.283811,banana
